TR:mock:CellLine,TR:IFNG,TR:TNFA,TR:IL1A,TR:IL6,TR:IGF1,TR:TGFA,TR:lps,TR:MP2K2/MP2K1i,TR:p38i,TR:pi3ki,TR:ikki,TR:MTORi,TR:GSK3A/GSK3Bi,TR:MK08/MK09i,DA:akt,DA:MK03/MK01,DA:GSK3A/GSK3B,DA:IKBA,DA:KS6B1,DA:KS6A1,DA:STAT3,DA:JUN,DA:creb,DA:HSPB1,DA:IRS1_s,DA:MP2K2/MP2K1,DV:akt,DV:MK03/MK01,DV:GSK3A/GSK3B,DV:IKBA,DV:KS6B1,DV:KS6A1,DV:STAT3,DV:JUN,DV:creb,DV:HSPB1,DV:IRS1_s,DV:MP2K2/MP2K1
1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,30,30,30,30,30,30,30,30,30,30,30,30,0.551299847493669,-0.0397482795775767,1.01516536668351e-05,0.837968166679271,0.64281034138486,0.0992909534221098,-0.0119036029508966,NA,0.30551723323497,NA,0.483972173332507,0.172314015315743
1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,30,30,30,30,30,30,30,30,30,30,30,30,0.303845416896985,-0.0168180520911617,-0.0195854865546158,0.337418776571663,0.102918661840568,0.227263538234316,0.0139191564147627,0.0818789456506615,0.158480336061679,0.0830987148244005,0.0302094209407476,0.0535234903552748
1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,30,30,30,30,30,30,30,30,30,30,30,30,-0.00215843227750312,0.0367631116414831,-1.14268126967582e-05,0.477232431743337,0.144708332066903,0.0687557795878356,0.0337123745819398,0.0387592808619004,0.214441094632517,-0.0123309922678676,0.121760831733917,0.0603963358699848
1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,30,30,30,30,30,30,30,30,30,30,30,30,0.686796384043148,0.0942913643281725,0.348745192990231,0.755068947217295,0.61983288193409,0.299082346282896,0.021015761821366,0.411718322308649,0.545476418191568,NA,0.568350796736654,0.400322011071465
1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,30,30,30,30,30,30,30,30,30,30,30,30,0.859730660305276,0.331191611249638,0.474733426054706,0.828347850756406,0.763698241038027,0.641147030622908,0.00187402394586153,0.642539805151229,0.802887272352262,NA,0.768526516879991,0.63198766703181
1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,30,30,30,30,30,30,30,30,30,30,30,30,0.16415100078481,0.250141947795916,0.155325014114181,0.320149593594787,0.492848881226818,0.480669720994392,0.904668454974432,0.249283809930602,0.144864656540491,-0.00617226259080123,0.432116125087607,0.397968660557654
1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,30,30,30,30,30,30,30,30,30,30,30,30,0.606347551215813,-0.0198471303689404,0.0514998663892525,0.0263083596612677,0.31031605626902,0.292093555074927,0.0139191564147627,0.0455389414100908,0.190270054116651,-0.2604423608874,-0.000976698982337491,0.00778650112008527
1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,30,30,30,30,30,30,30,30,30,30,30,30,0.67174445404583,0.859383083357277,0.752469509018256,0.216265426017315,0.823296551825004,0.781365799499558,-0.00429338103756708,0.268370204812714,0.645002003040471,0.637532738073817,0.810459349306387,NA
1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,30,30,30,30,30,30,30,30,30,30,30,30,0.494383258709237,0.252969127286736,0.132071011898126,0.812797145215439,0.536751998922025,0.236325178960245,0.0103853457825605,0.284434352485191,0.0817918444573472,NA,0.378803662481496,0.25744452536886
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180,180,180,180,180,180,180,180,180,180,180,180,-0.164148777974011,0.0994129421022823,0.0616618038088332,-0.0473333767960667,-0.0714907437977991,-0.056833147384052,-0.000230511962953435,-0.00260081886346373,0.00528342358638224,-0.0462861744054276,9.05645024112186e-05,0.0011656202264451
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,180,180,180,180,180,180,180,180,180,180,180,180,-0.332727596864142,-0.00332336076561711,0.215903998971034,-0.201467504608624,-0.0809854873012236,-0.120460582363058,0.0351624511082138,-0.0767392454391019,-0.050009946063638,-0.0498529611663935,0.087004349219997,0.0254303508881078
1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,180,180,180,180,180,180,180,180,180,180,180,180,-0.000432923434357559,0.345992297258007,0.59817002098725,0.841093307868309,0.519453502496419,0.185173239247158,0.0116710857781799,NA,0.185391449293717,0.55610653361435,0.41879865343544,0.248084968862429
1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,180,180,180,180,180,180,180,180,180,180,180,180,-0.0313353895282919,0.0240018885441795,0.628264432268657,0.809283516995745,0.643042360222683,0.167312309273387,0.159511781698026,NA,0.131586798192298,0.808006594967762,0.561436472134817,0.403894240704202
1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,180,180,180,180,180,180,180,180,180,180,180,180,0.168430714875346,0.17249300020811,0.680367346134697,0.16733736878554,0.601796082193671,0.110998990918264,0.805373430027266,NA,0.168246840242297,0.547040653583723,0.64789279255876,0.604416464026859
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,180,180,180,180,180,180,180,180,180,180,180,180,0.171310801256793,0.00461747291107615,0.505603952763851,0.0516468744844447,0.0801284731208607,-0.0152199762187872,0.050980637331519,NA,-7.80314297337288e-06,-0.0163387662746794,0.200228966865376,0.156620428701866
1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,180,180,180,180,180,180,180,180,180,180,180,180,-0.0423183925859315,0.823451548918186,0.835752818051086,0.633238726795348,0.831252950534134,0.785451128421981,0.00621889409772078,NA,0.0267310635208613,0.600160753515934,0.865775968073508,NA
1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,180,180,180,180,180,180,180,180,180,180,180,180,-0.270558842257367,0.0620959249657309,0.465678409573909,0.830808809592916,0.173876266320797,-0.00769910782183285,0.207491341329498,NA,0.190572207965881,0.811247835496057,0.424953970281249,0.435025836763906
1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,180,180,180,180,180,180,180,180,180,180,180,180,-0.181512479636126,0.0970624903186276,0.301152183006599,-0.0490128413443433,-0.146724093244111,0.00234306416397087,-0.00466397145649469,-0.00298693415120577,-0.034731214575911,0.0037858181058315,0.00725453617216888,-0.0400546912093497
1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,180,180,180,180,180,180,180,180,180,180,180,180,-0.310695725764686,0.0780141989427399,0.0550311107527873,-0.128789485962187,-0.108658804979069,0.0754728691793256,0.0543578044651467,-0.178159103052814,-0.135230166430718,-0.0915358490164962,0.0103228233467686,-0.281973698814322
1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,180,180,180,180,180,180,180,180,180,180,180,180,0.157775438410241,0.217285368327722,0.611188962383321,0.825838743633474,0.554812317454155,0.411652690461753,0.069575686959899,NA,0.322351518416126,0.630195898559606,0.505976255963034,-0.0709063636695062
1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,180,180,180,180,180,180,180,180,180,180,180,180,0.601299707262058,0.0452065136911157,0.758953632378241,0.845929812180722,0.747620684346411,0.354084496152208,0.290102161780572,NA,0.387058035395643,NA,0.632074476845186,-0.0801130303062775
1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,180,180,180,180,180,180,180,180,180,180,180,180,0.55485950799946,0.0282730637271325,0.71563283754334,0.418924123053677,0.690029602528947,0.00529812289161613,0.817702124041111,NA,0.165237273365356,0.698528876624916,0.485880705493567,-0.0777614988737702
1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,180,180,180,180,180,180,180,180,180,180,180,180,0.398559797866052,0.0282730637271325,0.456261207284974,0.13269323101604,0.294074522531372,0.0408043967354371,0.00108128262490679,NA,-0.0391851499173914,0.143442223897569,0.000187580615901522,-0.0994693637662905
1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,180,180,180,180,180,180,180,180,180,180,180,180,0.454645896072425,0.534818504070418,0.800542358425769,0.699686969656449,0.792493863626936,0.77211021046323,0.0905456995284078,NA,0.163287022259036,0.623067601919383,0.823165662390559,NA
1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,180,180,180,180,180,180,180,180,180,180,180,180,0.121183404592005,0.132640726339257,0.40154705332679,0.869877448566454,0.632323682906853,0.0408043967354371,0.275909310187002,NA,0.364386390763714,NA,0.52226900403951,-0.0922657639549615
1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,180,180,180,180,180,180,180,180,180,180,180,180,-0.125835809134609,0.148842672282862,0.302882054135812,-0.0826766644931619,-0.104955826541952,-0.00990327390584417,-0.0119036029508966,-0.0399226871954913,-0.0790818556971488,-0.0411630541181717,-0.00577447094309359,0.0126639627218419
1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,180,180,180,180,180,180,180,180,180,180,180,180,-0.330031001158982,0.10827185811449,0.0331068828832228,-0.155562203959641,-0.132349439197642,-0.0528901993912901,0.0663401258251053,-0.0280413777478889,-0.0251158195189905,-0.0363193822277642,0.168781972901454,0.0639337673353095
1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,180,180,180,180,180,180,180,180,180,180,180,180,-0.0635639568063474,0.317572137064787,0.533196809816066,0.816923924748689,0.487229012879582,0.0875096554988011,0.0187110187110187,NA,0.0210986761729523,0.0530764047412153,0.455765056317605,0.208629258253628
1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,180,180,180,180,180,180,180,180,180,180,180,180,0.0961534404007622,0.202379247049261,0.734522278640437,0.852042192851758,0.750687210812544,0.519005764071878,0.230966310748476,NA,0.0898848633454981,0.519934826464128,0.730745578273623,0.594368168625594
1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,180,180,180,180,180,180,180,180,180,180,180,180,0.159644955619452,0.188776616594415,0.576605707908187,0.332194426486555,0.680082774813431,-0.0220898210367806,0.837796887237642,NA,0.0131124565389486,0.0844171518707736,0.498569588216915,0.617987544058042
1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,180,180,180,180,180,180,180,180,180,180,180,180,0.0549718237745206,0.0868815404230353,0.477217658728424,-0.0135096407889367,0.112371994713177,-0.00367696261672351,0.00514287551026968,NA,-0.0150382774524572,0.101357960643997,0.22167992894576,0.270920547766176
1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,180,180,180,180,180,180,180,180,180,180,180,180,0.170776390337581,0.856795789830599,0.898329351891576,0.735443812468204,0.855189011195637,0.870494419846674,0.00330441091196975,NA,0.302457001082241,0.434268446747975,0.889032630911929,NA
1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,180,180,180,180,180,180,180,180,180,180,180,180,-0.0645664684749007,0.386389401657853,0.561019106892591,0.868923491099149,0.710401778218834,0.452441022281601,0.288999088260802,NA,0.17967081506778,0.620339963267163,0.696328961221671,0.564192924771194
1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,180,180,180,180,180,180,180,180,180,180,180,180,-0.212931448669297,0.160677171298933,0.0154934227820987,-0.190272255645855,-0.130847439717229,-0.108067929755455,-0.00980258679373723,-0.0944851755734529,-0.123510489421823,-0.0993943095727337,0.0123591460452554,-0.0113475705926272
1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,180,180,180,180,180,180,180,180,180,180,180,180,-0.227185991721423,0.0868357622871007,0.10685963608702,-0.138792933636559,0.263158138581072,0.00229809462253418,0.069575686959899,-0.139296430655887,-0.047430650641738,-0.044586755126074,0.328521165502027,0.0559256486872252
1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,180,180,180,180,180,180,180,180,180,180,180,180,0.00527331562118411,0.158785728038521,0.539903293795006,0.753239194227601,0.604105226146968,0.136819238725999,0.00938499822253821,0.0441441420084816,0.116744461920816,0.502048461833721,0.53748686972743,0.136578771025773
1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,180,180,180,180,180,180,180,180,180,180,180,180,0.238163139891185,0.0173913011329301,0.598802278451167,0.781131771363941,0.710561612835489,0.334206553783194,0.183803561902293,NA,0.485875321916199,0.841783262811213,0.6572914297961,0.498796571106984
1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,180,180,180,180,180,180,180,180,180,180,180,180,0.327569805879145,0.113331956988645,0.614684597636933,-0.0670152682246844,0.619140434880943,0.0108222759472606,0.83361684361876,0.0528855425127791,0.147811358560902,0.607814975852549,0.462803157624095,0.631629617408179
1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,180,180,180,180,180,180,180,180,180,180,180,180,0.441311577097743,0.154977693044682,0.589203498275347,-0.122872387032321,0.347659937599606,0.0278431098499125,0.00432853209528007,0.0720655144974131,-0.0205453723864334,0.461789520467763,0.253778869363983,0.356133401096614
1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,180,180,180,180,180,180,180,180,180,180,180,180,0.431166947476705,0.852520596874985,0.879767668962382,0.565898965042371,0.829347278442045,0.815141483976111,-0.00197795405377563,NA,0.365257747134981,0.670754101169465,0.869715642640027,NA
1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,180,180,180,180,180,180,180,180,180,180,180,180,0.320025109138328,0.175492361704921,0.604394969513355,0.819621746197159,0.597063108879995,0.32794985549434,0.235004565202971,NA,0.413702223810465,NA,0.576440071662358,0.519883501885279
1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,180,180,180,180,180,180,180,180,180,180,180,180,-0.303139935048292,0.172706543268013,0.0469610220614889,-0.0589708930552161,-0.174435131467752,-0.0638092168868837,-0.00401925894913125,-0.0502139324065386,-0.0161029302001006,NA,-0.000313893516124407,-0.00404605705366347
1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,180,180,180,180,180,180,180,180,180,180,180,180,-0.304059538219599,0.285686131830659,0.000189226098291318,-0.0676782021698635,-0.114485781070038,-0.0347002269954755,0.0819364760949515,-0.207986336201808,-0.115996427267487,-0.018220459523136,-0.0209685868795367,-0.0683910343695011
1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,180,180,180,180,180,180,180,180,180,180,180,180,0.0759583435679463,0.421811245986322,0.524240452645214,0.5162011707277,0.156160606789335,0.0805475125032903,-0.00401925894913125,-2.72192257602237e-06,0.000290857306126877,NA,0.276527879434234,0.0524124344396768
1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,180,180,180,180,180,180,180,180,180,180,180,180,-0.0344987588666982,0.441817565332332,0.678600641613484,0.780250713116574,0.474970189150517,0.311626702421732,0.00350608473923495,NA,-0.104996387752939,NA,0.630987495449952,0.105630863668174
1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,180,180,180,180,180,180,180,180,180,180,180,180,0.108702469915983,0.563569779446584,0.686273831881971,-0.0301578965520104,0.481395898268523,0.0874341618728795,0.826393154840363,0.00972089418059248,0.224743956766919,NA,0.428522135698346,0.360021993777829
1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,180,180,180,180,180,180,180,180,180,180,180,180,0.00034788749898764,0.248185776487663,0.44627896272312,-0.0673541944443489,0.0373079872098341,0.000444124445603868,0.000386557464183035,-0.000396405106034479,0.00171646967928474,NA,0.000534012799643138,-9.35861350035304e-07
1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,180,180,180,180,180,180,180,180,180,180,180,180,0.283991778800284,0.908690387458636,0.857191103183687,0,0.770912013600354,0.830347570369949,-0.00257705437316284,NA,0.468497411980623,NA,0.776522798832235,NA
1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,180,180,180,180,180,180,180,180,180,180,180,180,0.0016043507030878,0.527286005880029,0.688592120691608,0.806547339587772,0.010658329728667,0.0238521308946493,-0.00401925894913125,NA,-0.185464400089832,NA,0.569869352973312,0.329718650766674
1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,180,180,180,180,180,180,180,180,180,180,180,180,-0.284523541209939,0.125205019266871,0.0456137155391751,-0.0897745424366053,-0.0995173050814663,-0.0527646377618551,-0.000938658656779462,-0.0604713335443749,-0.0448238723701252,-0.0152658160597382,-0.000538684921922933,-0.0113680146467836
1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,180,180,180,180,180,180,180,180,180,180,180,180,-0.292557817909414,0.176877005383855,0.0248968807520308,-0.154845990689084,0.231576349042563,-0.00244554833779136,0.0597252477429266,-0.150536304410705,-0.105407815280391,-0.201259182323892,0.12537451043231,0.000208523187125611
1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,180,180,180,180,180,180,180,180,180,180,180,180,-0.0913620760449078,0.214005534803304,0.643356211785399,0.736640570671336,0.366230908530697,0.286786723461684,0.00666679166901046,0.0605312726195538,-0.00167056398537862,0.301944776009393,0.417497628404602,0.0460268287885602
1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,180,180,180,180,180,180,180,180,180,180,180,180,-0.0678682425292473,0.010971645899754,0.559274650934608,0.800934719728771,0.445421327063404,0.087746844399765,0.126051284715908,NA,0.166951718363328,0.802006796895064,0.549101563840961,0.262530782459863
1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,180,180,180,180,180,180,180,180,180,180,180,180,0.289921525726958,0.125205019266871,0.686671482984528,0.0428860293644257,0.118112968241237,-0.00793514764820745,0.743738284489937,0.0176579973633915,-0.000744833362464321,0.357601682919805,0.178465792790296,0.342941927265689
1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,180,180,180,180,180,180,180,180,180,180,180,180,0.244080907963788,0.279896982360659,0.700998729573639,0.000288211537466975,0.200801611292635,0.314516849223831,0.00666679166901046,0.071774899693595,0.00141952172865317,0.231909274414211,0.274134691280429,0.128886790517432
1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,180,180,180,180,180,180,180,180,180,180,180,180,0.379920840857086,0.889680406569717,0.89201748200393,0.592205308385591,0.824823756260587,0.856102139549553,0.00938499822253821,NA,0.4681079406705,0.80877315485285,0.860306293404903,NA
1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,180,180,180,180,180,180,180,180,180,180,180,180,0.631768854347227,0.270849181571134,0.769379100377204,0.855913984311111,0.605101724057825,0.468628287520145,0.21609079445145,NA,0.420010835103374,NA,0.628942627922439,0.580654543983593
1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,180,180,180,180,180,180,180,180,180,180,180,180,-0.172265063846669,0.0995447101750805,0.183800032248551,-0.0838365710842426,-0.0773182397680852,-0.0251132139951284,-0.0129051111955346,-0.00991827367545128,-0.00567881059654652,-0.00108181168291935,-0.00473994956187861,2.20720492298197e-06
1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,180,180,180,180,180,180,180,180,180,180,180,180,-0.301421232195967,0.0779849642059998,-0.00691918238933121,-0.129039300602405,-0.0515951441967484,-0.0644237636632414,0.0354714750221697,-0.159906403126435,-0.118670156769701,-0.223403576623527,0.00046973687248874,-0.0161506823860319
1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,180,180,180,180,180,180,180,180,180,180,180,180,-0.142144167135335,0.266866265929638,0.458037322818587,0.781804963288769,0.211656141887128,0.0310378161350385,0.00983548972542591,7.9830384982029e-05,0.0571258222093734,0.356325986564069,0.159515338999044,0.0210729151796497
1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,180,180,180,180,180,180,180,180,180,180,180,180,-0.152506264724092,0.0246413053731521,0.579695729507378,0.789584667499826,0.50414987780373,0.0586874472147704,0.0792441328863151,NA,0.0571258222093734,0.775148630624576,0.458935451509208,0.0792732520323239
1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,180,180,180,180,180,180,180,180,180,180,180,180,-0.118797343466697,0.17739988453262,0.42649199695845,-0.00817017668161895,0.00315058647678578,-0.11623016185291,0.722642843701754,-0.0545794842157208,-0.020478309527988,0.0095096140993771,0.054559414129395,0.0196113486995169
1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,180,180,180,180,180,180,180,180,180,180,180,180,-0.124406475398924,0.365417032614945,0.589809033170195,-0.0854398399406583,6.27281902253593e-05,0.0129206465370396,0,-0.0053501240997353,-0.0574392287113195,0.0650315953398414,0.0675211648991382,0.00168491214815337
1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,180,180,180,180,180,180,180,180,180,180,180,180,-0.181253518008888,0.865208938751271,0.856281611157533,0.476002471929557,0.756746111312123,0.756816282479085,-0.0129051111955346,NA,0.0307918904426249,0.443100261165106,0.797430539004465,NA
1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,180,180,180,180,180,180,180,180,180,180,180,180,-0.164006913716852,0.0435123633773962,0.311037627783117,0.793160678790126,0.208219103679074,-0.033034871989998,0.164398802629252,NA,0.0091416260362104,NA,0.0743756073379414,0.209938301247606
1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,180,180,180,180,180,180,180,180,180,180,180,180,-0.223057045402872,0.0269173440464363,0.0223809225410394,-0.153455688386461,0,-0.0715673080043469,-0.00646319569120287,-0.0777666969291932,-0.140633378211798,-0.0784913979472004,-0.0253063640183272,-0.0405425145444135
1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,180,180,180,180,180,180,180,180,180,180,180,180,-0.0660342410996361,0.232438423987967,0.253343355194489,-0.0278107502479435,0.0571857129999115,0.0474023348776595,0.0337123745819398,-0.0481305903771847,-0.0933716462901972,-0.0767432667811256,0.231436954279512,0.10683121017116
1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,180,180,180,180,180,180,180,180,180,180,180,180,-0.208586807789799,0.236490275622296,0.0971058000961143,0.692791501259143,0.125892177181495,-0.0283518354490973,-0.00146796686589074,-0.0416781962909828,-0.0615050185907852,-0.18025335323088,0.145945945945946,0.0546508670822204
1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,180,180,180,180,180,180,180,180,180,180,180,180,-0.264884767485815,0.289593056410224,0.370358938574224,0.838238333850298,0.207652553762815,0.249373854610921,0.0307656088143893,0.393455495935893,-0.0223185175282175,0.293402333292958,0.476706626459119,0.343342730804275
1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,180,180,180,180,180,180,180,180,180,180,180,180,-0.246036285160015,0.227268823294095,0.393636636811356,-0.122268739825671,0.199807750498982,-0.0143557879182001,0.664379829894838,-0.152197593910721,-0.0214163264834827,-0.0387557568632663,0.245808336417872,0.0188814876318204
1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,180,180,180,180,180,180,180,180,180,180,180,180,-0.0431623374162978,0.275375445474843,0.52857446703323,-0.132378430157186,0.252183221517792,0.20824404312305,0.0276678159451752,-0.113272499099614,-0.0740925096313372,0.00482721713436848,0.228999100375314,0.084213175743862
1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,180,180,180,180,180,180,180,180,180,180,180,180,-0.155346236143047,0.880598347398619,0.779059237207036,0.0726642994563015,0.717161054561157,0.693640718852542,-0.00646319569120287,-5.08457208200398e-05,0.160443010239827,0.102947069693762,0.773974951986206,NA
1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,180,180,180,180,180,180,180,180,180,180,180,180,-0.00124443668366012,0.419172095067906,0.50190510355202,0.870080246261903,0.556478633970689,0.380746579175346,0.0139191564147627,0.411821106887603,0.0326932770242202,0.750791323752372,0.470770964635498,0.421948213951506
